state,diet_need,day_of_week,meal_type,dish,allergens,instructions,exercise,warning
Tamil Nadu,maintaining_balanced_diet,Sunday,breakfast,Rava Dosa,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Sunday,lunch,Fish Meals,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Sunday,snack,Sprouts,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,maintaining_balanced_diet,Sunday,dinner,Chicken Stew,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Monday,breakfast,Idli Sambar,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Monday,lunch,Masale Dose,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Monday,snack,Fruit Salad,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Monday,dinner,Ragi Roti with Curry,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Tuesday,breakfast,Aloo Paratha,Wheat,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Tuesday,lunch,Bisibelebath,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Tuesday,snack,Cucumber slices,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Tuesday,dinner,Akki Roti with Chutney,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Wednesday,breakfast,Upma,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Wednesday,lunch,Mung Dal with Rice,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Wednesday,snack,Buttermilk,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Wednesday,dinner,Vegetable Sambar,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Thursday,breakfast,Dosa,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Thursday,lunch,Ragi Mudde with Bassaru,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Thursday,snack,Apple,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Thursday,dinner,Lentil Soup,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Friday,breakfast,Avalakki,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Friday,lunch,Vegetable Pulao,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Friday,snack,Orange,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Friday,dinner,Moong Dal Cheela,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Saturday,breakfast,Khara Bath,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Saturday,lunch,Curd Rice,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Saturday,snack,Sprouts,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Saturday,dinner,Mixed Vegetable Curry,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Sunday,breakfast,Set Dosa,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Sunday,lunch,Chicken Curry with Neer Dosa,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Sunday,snack,Guava,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Karnataka,weight_loss,Sunday,dinner,Fish Curry with Rice,Fish,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
